Estacion,Year,Value_mm,Flag1,Flag2
San_Andres,2016.0417,6849,0,0
San_Andres,2016.125,6892,0,0
San_Andres,2016.2083,6996,0,0
San_Andres,2016.2917,6955,0,0
San_Andres,2016.375,6987,0,0
San_Andres,2016.4583,6891,0,0
San_Andres,2016.5417,6892,0,0
San_Andres,2016.625,6913,0,0
San_Andres,2016.7083,6949,0,0
San_Andres,2016.7917,6847,0,0
San_Andres,2016.875,6867,0,0
San_Andres,2016.9583,6846,0,0
San_Andres,2017.0417,6937,0,0
San_Andres,2017.125,6928,0,0
San_Andres,2017.2083,6885,0,0
San_Andres,2017.2917,6895,14,0
San_Andres,2017.4583,6963,0,0
San_Andres,2017.5417,6871,0,0
San_Andres,2017.625,6827,0,0
San_Andres,2017.7083,7016,0,0
San_Andres,2017.7917,6976,0,0
San_Andres,2017.875,6871,0,0
San_Andres,2017.9583,6903,0,0
San_Andres,2018.0417,6813,0,0
San_Andres,2018.125,6929,0,0
San_Andres,2018.2083,6958,0,0
San_Andres,2018.2917,6831,0,0
San_Andres,2018.375,6934,0,0
San_Andres,2018.4583,6880,0,0
San_Andres,2018.5417,6842,0,0
San_Andres,2018.625,6859,0,0
San_Andres,2018.7083,6982,0,0
San_Andres,2018.7917,6909,0,0
San_Andres,2018.875,6970,0,0
San_Andres,2018.9583,6990,0,0
