Year,Value_mm,Flag1,Flag2
1988.375,2897,0,0
1988.4583,2893,6,0
1988.5417,2970,0,0
1988.625,2953,0,0
1988.7083,2957,0,0
1988.7917,2980,4,0
1988.875,2932,2,0
1988.9583,2887,0,0
1989.0417,2805,0,0
1989.125,2755,0,0
1989.2083,2775,0,0
1989.2917,2872,0,0
1989.375,2949,4,0
1989.4583,3031,7,0
1989.625,2947,0,0
1989.7083,2959,12,0
1989.875,3014,0,0
1990.125,3031,1,0
1990.2083,2758,2,0
1990.2917,2902,2,0
1990.375,2932,1,0
1990.5417,2831,1,0
1990.625,2970,2,0
1990.7083,2977,4,0
1990.7917,2991,0,0
1990.875,3010,9,0
1990.9583,2944,0,0
1991.0417,3051,0,0
1991.125,2899,0,0
1991.2083,2850,0,0
1991.2917,2888,0,0
1991.375,3036,0,0
1991.4583,3065,0,0
1991.5417,3040,0,0
1991.625,3034,0,0
1991.7083,3002,0,0
1991.7917,3064,0,0
1991.875,3119,0,0
1991.9583,3052,0,0
1992.0417,3054,0,0
1992.125,2960,11,0
1992.375,2914,0,0
1992.4583,2993,0,0
1992.5417,2926,0,0
1992.625,2919,0,0
1992.7083,2888,0,0
1992.7917,2965,0,0
1992.875,2993,0,0
1992.9583,3021,0,0
1993.0417,2104,0,0
1993.125,2027,0,0
1993.2083,1963,0,0
1993.2917,2102,0,0
1993.375,2193,0,0
1993.4583,2196,0,0
1993.5417,2150,0,0
1993.625,2169,0,0
1993.7083,2162,0,0
1993.7917,2193,0,0
1993.875,2153,0,0
1993.9583,2166,0,0
1994.0417,2090,0,0
1994.125,1976,0,0
1994.2083,1959,0,0
1994.2917,2021,0,0
1994.375,2117,0,0
1994.4583,2200,0,0
1994.5417,2180,0,0
1994.625,2136,0,0
1994.7083,2186,0,0
1994.7917,2197,0,0
1994.875,2265,0,0
1994.9583,2200,0,0
1995.0417,2106,0,0
1995.125,1974,0,0
1995.2083,1994,0,0
1995.2917,2047,2,0
1995.375,2125,5,0
1995.4583,2182,0,0
1995.5417,2170,0,0
1995.625,2172,0,0
1995.7083,2202,0,0
1995.7917,2187,0,0
1995.875,2195,0,0
1995.9583,2133,0,0
1996.0417,2142,0,0
1996.125,2064,0,0
1996.2083,1996,0,0
1996.2917,2059,0,0
1996.375,2133,0,0
1996.4583,2141,0,0
1996.5417,2156,0,0
1996.625,2132,0,0
1996.7083,2170,0,0
1996.7917,2128,0,0
1996.875,2159,0,0
1996.9583,2117,0,0
1997.0417,2896,0,0
1997.125,2948,0,0
1997.2083,2878,0,0
1997.2917,2932,0,0
1997.375,3152,0,0
1997.4583,3148,0,0
1997.5417,3177,0,0
1997.625,3063,0,0
1997.7083,3084,0,0
1997.7917,3229,0,0
1997.875,3244,0,0
1997.9583,3207,0,0
1998.0417,2976,0,0
1998.125,2937,0,0
1998.2083,2924,0,0
1998.2917,2972,0,0
1998.375,3076,0,0
1998.4583,2980,0,0
1998.5417,2969,0,0
1998.625,2977,0,0
1998.7083,2969,0,0
1998.7917,3004,0,0
1998.875,2993,0,0
1998.9583,2973,0,0
1999.0417,2958,0,0
1999.125,2829,0,0
1999.2083,2869,0,0
1999.2917,2950,0,0
1999.375,3009,0,0
1999.4583,3029,0,0
1999.5417,3026,0,0
1999.625,3017,0,0
1999.7083,2992,0,0
1999.7917,3023,0,0
1999.875,3013,0,0
1999.9583,2983,0,0
2000.0417,2928,0,0
2000.125,2799,0,0
2000.2083,2805,0,0
2000.2917,2908,0,0
2000.4583,3018,6,0
2000.5417,3039,0,0
2000.625,3021,0,0
2000.7083,3015,0,0
2000.7917,3042,0,0
2000.875,2992,0,0
2000.9583,2976,0,0
2001.0417,2034,0,0
2001.125,1995,0,0
2001.2083,1967,0,0
2001.2917,2035,0,0
2001.375,2169,0,0
2001.4583,2152,0,0
2001.5417,2146,0,0
2001.625,2157,0,0
2001.7083,2140,0,0
2001.7917,2184,0,0
2001.875,2222,0,0
2001.9583,2204,0,0
2002.0417,2206,0,0
2002.125,2069,0,0
2002.2083,2064,0,0
2002.2917,2139,0,0
2002.375,2137,0,0
2002.4583,2179,0,0
2002.5417,2245,0,0
2002.625,2186,0,0
2002.7083,2190,5,0
2002.7917,2304,0,0
2002.875,2354,0,0
2002.9583,2239,0,0
2003.0417,2119,0,0
2003.125,1981,0,0
2003.2083,2000,0,0
2003.2917,2047,0,0
2003.375,2146,0,0
2003.4583,2141,2,0
2003.5417,2252,2,0
2003.625,2199,0,0
2003.7083,2194,0,0
2003.7917,2196,1,0
2003.875,2251,1,0
2003.9583,2215,4,0
2004.125,2037,5,0
2004.2083,2018,0,0
2004.2917,2066,0,0
2004.375,2243,0,0
2004.4583,2246,0,0
2004.5417,2207,2,0
2004.625,2262,4,0
2004.7083,2259,0,0
2004.7917,2289,5,0
2005.2917,2100,0,0
2005.375,2164,3,0
2005.4583,2149,0,0
2005.5417,2206,0,0
2005.625,2169,0,0
2005.7083,2206,0,0
2005.7917,2172,2,0
2005.875,2184,0,0
2005.9583,2101,0,0
2006.0417,2064,0,0
2006.2083,1922,0,0
2006.2917,2054,0,0
2006.375,2226,0,0
2006.4583,2178,0,0
2006.5417,2186,2,0
2006.625,2151,0,0
2006.7083,2179,0,0
2006.7917,2231,5,0
2006.875,2258,3,0
2006.9583,2261,0,0
2007.0417,2148,0,0
2007.125,1936,0,0
2007.2083,1947,4,0
2007.2917,2009,0,0
2007.375,2149,0,0
2007.4583,2153,0,0
2007.5417,2161,0,0
2007.625,2176,0,0
2007.7083,2141,0,0
2007.7917,2126,2,0
2007.875,2112,0,0
2007.9583,2082,0,0
2008.0417,2058,0,0
2008.125,1977,0,0
2008.2083,1950,3,0
2008.2917,2082,3,0
2008.375,2263,0,0
2008.4583,2298,0,0
2008.5417,2264,0,0
2008.625,2215,0,0
2008.7083,2150,0,0
2008.7917,2156,0,0
2008.875,2157,0,0
2008.9583,2111,0,0
2009.0417,2024,1,0
2009.2083,1953,4,0
2009.2917,2055,0,0
2009.375,2243,0,0
2009.4583,2292,0,0
2009.5417,2296,0,0
2009.625,2250,3,0
2009.7083,2205,6,0
2009.7917,2231,0,0
2009.875,2297,0,0
2009.9583,2332,1,0
2010.125,2105,3,0
2010.2083,2146,6,0
2010.2917,2228,1,0
2011.0417,2182,0,0
2011.125,1934,0,0
2011.2083,2157,0,0
2012.625,2273,2,0
2012.7083,2267,3,0
2012.7917,2254,0,0
2012.875,2249,2,0
2012.9583,2247,0,0
